Id,SalePrice
1461,115600.70070764946
1463,174685.24197032268
1464,181393.6692615893
1468,169198.8851789158
1476,378847.9519174282
1477,279910.7462431785
1478,325835.97409021354
1480,418301.7135013916
1481,328280.93782200164
1482,238604.08455325163
1483,184319.5961052064
1484,180203.18168869393
1485,178337.97742454486
1486,201652.92012561264
1487,339411.33553220483
1488,265742.8561024644
1489,192498.4864424948
1490,206452.70464167057
1491,188676.3265202191
1497,207293.5090212744
1500,149220.52345789468
1502,143302.98871465644
1504,239445.2632360604
1505,219188.23720007262
1510,148488.98024600337
1519,192412.0272386294
1535,140210.36156639236
1549,122209.63973212766
1554,127832.50476711954
1558,109915.59588773327
1568,211410.12361365615
1573,180493.0393600926
1576,199990.4038470235
1577,187147.71813788044
1579,138624.87270021776
1580,195754.20070898684
1584,231290.67155329662
1585,140002.55999162572
1586,93262.13684410008
1587,110225.69977034035
1589,101594.54046413454
1595,121892.02440148371
1597,200140.5390101053
1598,198687.58670963498
1605,226092.11050907488
1608,231779.34152189142
1609,195606.56732302776
1610,158807.4110974163
1612,172452.2911442608
1613,163814.75372252765
1618,121722.40112106095
1619,122868.18864573503
1623,222940.68710984255
1624,194184.52318061667
1627,182067.27752254682
1628,261133.1172752228
1633,179229.39042697998
1634,189640.3684348535
1639,194638.1614389863
1643,249947.76054786018
1644,237917.00204528554
1650,114562.44263512606
1651,125448.73855245824
1661,402503.6934832536
1662,365615.80424361734
1663,363770.0581383683
1664,451826.2297752785
1665,337633.7787079221
1666,306247.78388100734
1667,339984.2248809595
1668,338327.4835634107
1669,308833.11229959654
1670,352251.0639727019
1671,261499.91242230835
1672,387297.8427181948
1673,314341.56343974697
1674,283253.808610574
1675,194953.56960937905
1676,188776.14147973305
1677,216124.9279657692
1679,340977.6133103712
1681,286764.3147732249
1682,291530.94232114183
1683,218745.8303548029
1684,182262.78500739636
1685,174490.93001056614
1686,187949.15469738434
1688,197561.78241316753
1689,194832.90507890435
1690,187623.55944372492
1691,174238.49622487056
1692,244886.58548890578
1693,178337.97742454486
1694,173267.44229249062
1695,173690.45295895042
1696,252253.61860532092
1697,176493.06385804678
1698,337942.00975673704
1700,253632.71698052494
1702,275933.1779357303
1703,277547.69668833504
1704,275943.9362776602
1705,237045.95110462478
1706,374149.8995889096
1707,220057.63668007834
1708,212164.920668841
1709,282531.50253490696
1710,234189.1887375206
1711,257735.4496511795
1712,274985.7320165463
1713,252542.7548239563
1715,203898.3627644662
1716,182079.18157777342
1717,175471.46318376774
1718,138142.63146944495
1719,196480.66134890693
1720,229958.7773478661
1721,170101.83646060678
1722,134018.20572859945
1723,149596.0810285356
1724,212297.91898834298
1725,208560.14635773154
1728,179926.49745864014
1729,155932.76983078348
1736,113334.17050108651
1737,295951.24350250943
1738,226199.28136150038
1740,230223.78842822893
1741,192071.79106211348
1747,210197.6921606023
1756,111825.25751090387
1783,132725.6089234479
1787,176121.56301394256
1790,92086.75734635594
1808,140319.01158805343
1809,123305.7992066812
1817,115363.27516636776
1849,119577.12065582874
1856,205001.37200841086
1862,246615.1497899607
1863,246615.1497899607
1864,246615.1497899607
1865,297132.2011326641
1866,292571.5178187551
1867,242490.74304849247
1868,254672.89589442092
1869,193628.63103621884
1870,221597.07843027043
1871,248960.91040889046
1872,171088.58455845865
1873,206833.946621467
1874,134525.99794230761
1875,205067.628034338
1876,190036.93234860303
1877,207033.92663296836
1878,211161.90988570417
1881,236068.7558386583
1882,247954.5938409228
1883,202479.88320103812
1884,213828.24552994932
1885,232519.8994845018
1887,200247.05126352387
1888,253788.37431535742
1889,164259.91783292464
1891,149446.18304760347
1894,122192.85810404795
1911,211817.8803521149
1925,246309.82549015398
1933,164418.55205850082
1934,181393.6692615893
1935,164288.19685329462
1936,181393.6692615893
1941,182980.93409655767
1944,317648.12923859584
1945,349966.18182591966
1955,141209.6983443793
1958,259139.7387270719
1959,152731.03421780432
1967,287721.7510239227
1968,362702.3431047449
1969,364599.40479372407
1970,388565.4036882274
1973,305969.09164644463
1974,315296.50939274544
1976,284684.95458391926
1977,341814.83521144895
1978,353452.67380406766
1980,215436.8680626104
1985,224468.8548082445
1986,230611.61610725115
1988,178629.66133540648
1989,200718.34006610478
1990,212654.16033226962
1991,216124.9279657692
1992,210856.60132184962
1993,178904.4873691682
1994,232122.77242047864
1995,191992.49673985282
1997,343719.83553750126
1998,324990.6463557832
1999,250337.74994306883
2000,316557.8399800012
2001,275166.5715939604
2002,240243.38802133838
2003,272676.0379132932
2004,265404.6268836601
2005,240186.8805617398
2006,226537.9814874126
2007,277275.51898573304
2009,180764.00474494474
2010,188999.98261150683
2011,139569.78455635498
2012,176633.6028593533
2013,173296.21272167529
2015,188153.19846014644
2016,179501.74973827193
2028,178251.4532816388
2031,240562.49256553093
2032,258271.82009233593
2033,263120.8151007403
2034,175578.25278604648
2035,210751.681219258
2041,278680.5037784405
2042,219547.5471580947
2058,193588.58979466336
2070,111350.19485130871
2071,104123.35612497444
2086,139467.19780006038
2099,52115.64152416738
2103,117513.44851441646
2126,155878.7729626015
2133,132930.65211810882
2137,132896.97990583407
2143,144229.65479628148
2145,127207.7670895789
2152,138296.51504364575
2155,130300.6622997016
2158,216607.33693566883
2159,221091.84715620952
2160,174214.4452421643
2161,254861.45856986998
2162,321109.8636300337
2163,301839.3744485589
2164,233630.77948148514
2166,140995.6979962174
2167,197648.9582151525
2168,187449.9549300276
2169,195601.84944132494
2170,210930.464605061
2174,238465.04324621672
2175,288312.88943601644
2176,266896.29665408155
2177,240513.9407231916
2178,216364.5571024852
2179,136896.13902508246
2180,226715.7263845388
2181,204068.3044257887
2182,233920.22014663334
2183,200454.64674328698
2208,241585.60664928483
2211,111451.41336377675
2212,117369.12907060201
2224,199510.24280737492
2227,230373.62619045435
2228,274360.3006694565
2229,247825.836974369
2230,156820.1032953147
2231,226981.36834159459
2234,244225.2390195994
2235,222738.05746541603
2236,274792.3050575318
2237,313028.53284089884
2238,197818.0924239267
2239,131250.03780993412
2240,160912.2189838566
2248,114638.04345778155
2253,163220.96181309933
2255,187615.42702373455
2257,207649.43987182307
2263,319353.50628721213
2264,388488.2547882177
2267,317810.79347420635
2287,352264.1097726213
2289,337383.45505017566
2291,327310.9267397948
2292,403840.56004016346
2293,411273.45828961267
2296,293734.39670418913
2297,307188.73823407723
2299,356191.30675071443
2300,319128.4257032188
2301,274749.9860733688
2302,259653.7075513635
2303,275892.73926876544
2304,288324.8619149473
2305,194759.26403398218
2306,194759.26403398218
2307,195983.1157131089
2308,259548.38758305518
2312,172209.1076441981
2313,177908.66262703168
2314,170664.69336129876
2315,171745.12320282648
2316,193451.22345776262
2317,179558.56054072606
2318,175583.2107100539
2319,182260.63040061074
2320,186250.0203649454
2321,251848.23491427454
2322,192488.04819245602
2323,175948.16433688032
2324,178337.97742454486
2325,208445.30753119255
2326,179983.89347037266
2327,211088.09339283186
2328,213648.17799090745
2329,183665.24135016243
2330,182266.15369916486
2331,347105.24700934126
2333,337274.05418315774
2334,288013.43779302726
2335,277492.3690663666
2336,323499.8300706191
2337,204604.83106642647
2338,256472.5278889906
2339,247273.38871920726
2341,217056.2294241382
2342,242442.28364327608
2343,221821.45373483247
2344,246988.33934458217
2345,270947.8759076126
2346,222518.9356030958
2347,204788.3711441463
2348,239638.29357930517
2349,166956.01272472797
2352,279069.11422587896
2353,257011.61903537775
2354,133576.0443421338
2355,141678.490051787
2356,155701.19343511167
2357,199196.32494292187
2358,187832.93426040898
2366,204863.43796549423
2367,250528.33042627538
2368,206610.120160665
2369,249093.59575671854
2374,273621.6902347604
2379,206337.6976053618
2383,202334.17231321486
2391,135577.24033167178
2401,107071.56277638453
2406,132548.64765960688
2412,155138.75319701026
2418,124822.34094584885
2421,154498.408760646
2423,126488.50594835507
2443,118666.52858516912
2447,193209.29560784402
2451,124144.51464263315
2460,126272.11518920923
2471,153301.4991992485
2489,159525.60457645322
2505,207065.83345290052
2506,262187.97343980765
2508,257789.2712427281
2509,232100.91196718218
2510,227594.89980609308
2511,191501.58456281258
2512,208523.55344096164
2515,144545.22603166068
2516,153623.14318080118
2517,132441.8719971493
2518,143987.71904398466
2519,215263.46411215293
2520,203904.28192981484
2521,200701.95489164034
2522,218010.2605124783
2524,131445.55347509834
2529,131436.3790885728
2531,225437.55771562236
2532,219027.76459514687
2533,207452.9509329904
2535,276670.12454693264
2536,229106.332177078
2537,216161.16425895842
2538,184605.6338753287
2539,183118.7263429627
2540,188544.80019002
2541,185344.86972319672
2542,171365.86477279628
2544,114779.83669142949
2545,118983.40720292332
2549,146630.4086496994
2551,150171.45734075608
2562,155000.94051208498
2564,198203.77659113856
2567,129326.52746450121
2571,187682.66397140513
2576,110964.60064602795
2580,121337.83444071526
2585,186678.6592463922
2586,193858.08089512365
2590,231328.16499844624
2592,250056.5966483053
2593,253568.12196183542
2595,218238.28263154963
2596,307018.52984150185
2597,208533.79513425345
2598,269391.3876540564
2601,146736.88751514407
2616,130314.09354147839
2620,173253.73420110124
2623,238262.0020185575
2624,262058.60738538543
2628,369390.55997414014
2630,342313.2188068364
2631,414940.3134013495
2632,368378.00941613934
2634,345810.57743485516
2638,250657.92192418745
2652,371040.8025744703
2653,289214.57213111
2654,271994.6688883273
2655,355649.3177366216
2656,335605.5185246427
2659,314406.95748744404
2661,341534.5392917298
2663,295999.54597027844
2667,171897.94462102058
2668,184721.58785237337
2669,184503.76115381124
2670,266386.22679064015
2671,184721.58785237337
2672,201595.49397843482
2673,213932.79350213485
2674,216994.39358063194
2675,179883.11245433206
2676,195136.00415942597
2677,197194.37233505736
2678,244160.4883061886
2679,290691.19387810735
2680,305896.2945616391
2681,376759.2072236935
2682,330892.7921963694
2684,325478.8943473898
2687,272596.18293272017
2688,244336.5841814034
2689,215456.35825155454
