Id,SalePrice
1461,137093.0192072802
1463,193233.9064221441
1464,186265.63522412168
1468,166493.7979326337
1476,393977.37393114646
1477,254137.19665270846
1478,325428.81932653056
1480,478518.71244457643
1481,339391.40538846503
1482,223889.52721010038
1483,162792.56168958207
1484,171108.7670207988
1485,181279.02605407056
1486,197949.74709190385
1487,356028.26727636874
1488,253404.52552309638
1489,187011.77699626086
1490,232895.8155214549
1491,192450.9018328459
1497,186197.59927016692
1500,162243.23631885197
1502,133057.78856327725
1504,240688.25095782024
1505,224000.43531643154
1510,157899.313482108
1519,197208.74372446607
1535,130668.26463759289
1549,114572.45228809299
1554,121757.88149507059
1558,120740.47136632138
1568,218673.53859465243
1573,178724.82163131598
1576,186792.6425456439
1577,206722.740676309
1579,145229.33739848522
1580,192030.06699063024
1584,227231.1892841822
1585,141403.7083202451
1586,74542.33774953982
1587,120568.49624535762
1589,120645.81545235094
1595,126805.73383944453
1597,195503.0519493317
1598,206057.619709281
1605,235043.5298618012
1608,222784.4817730047
1609,184066.22946176637
1610,179051.4012706879
1612,160400.3013358891
1613,164360.04476201348
1618,129056.10550942051
1619,129975.59902186628
1623,238527.73751950415
1624,203350.0821213032
1627,180933.33797990397
1628,265661.98125735903
1633,179110.49521713518
1634,195844.10080421143
1639,193634.64605226845
1643,235078.9670707435
1644,238114.78152254503
1650,133326.79692622408
1651,122442.93511254055
1661,475576.6438302618
1662,380945.2166454358
1663,386043.1434415147
1664,493949.85548625555
1665,332366.5635521873
1666,339535.99312140245
1667,365069.1101296566
1668,351677.22655172995
1669,301607.95656370994
1670,360350.94260702154
1671,263899.7326022868
1672,418212.00036555243
1673,306673.2720154843
1674,262983.27443619975
1675,192422.91235402922
1676,202822.7348990207
1677,217916.04841517852
1679,368767.7489498978
1681,276781.98833982414
1682,293940.28440022527
1683,198015.44590295517
1684,172544.9707184597
1685,169951.4446010358
1686,180958.74680028253
1688,197844.33147872955
1689,185807.2244535483
1690,185205.99384390266
1691,172635.0604507995
1692,254311.97143507085
1693,177173.35437867593
1694,180867.86095029427
1695,169999.81160017638
1696,246891.67321245716
1697,167640.98451163422
